C,Five-Minute Final Locational Marginal Prices
C,Filename: lmp_rt_final_4437_20201022_20201028.csv
C,Report generated 2021-01-23 03:02:24 EST
H,Location ID,Local Time,Energy Component,Congestion Component,Loss Component,LMP
D,4437,2020-10-27 11:55:00,28.44,0.0,-0.51,27.93
D,4437,2020-10-27 12:00:00,27.89,0.0,-0.49,27.4
D,4437,2020-10-27 12:05:00,27.73,0.0,-0.52,27.21
D,4437,2020-10-27 12:10:00,27.73,0.0,-0.52,27.21
D,4437,2020-10-27 12:15:00,27.73,0.0,-0.52,27.21
D,4437,2020-10-27 12:20:00,26.34,0.0,-0.55,25.79
D,4437,2020-10-27 12:25:00,26.34,0.0,-0.55,25.79
D,4437,2020-10-27 12:30:00,26.35,0.0,-0.57,25.78
D,4437,2020-10-27 12:35:00,26.35,0.0,-0.57,25.78
D,4437,2020-10-27 12:40:00,26.18,0.0,-0.54,25.64
D,4437,2020-10-27 12:45:00,25.83,0.0,-0.56,25.27
D,4437,2020-10-27 12:50:00,25.83,0.0,-0.56,25.27
D,4437,2020-10-27 12:55:00,25.83,0.0,-0.56,25.27
D,4437,2020-10-27 13:00:00,25.83,0.0,-0.56,25.27
D,4437,2020-10-27 13:05:00,27.27,0.0,-0.55,26.72
D,4437,2020-10-27 13:10:00,27.27,0.0,-0.55,26.72
D,4437,2020-10-27 13:15:00,27.27,0.0,-0.55,26.72
D,4437,2020-10-27 13:20:00,26.22,0.0,-0.43,25.79
D,4437,2020-10-27 13:25:00,26.22,0.0,-0.43,25.79
D,4437,2020-10-27 13:30:00,25.42,0.0,-0.38,25.04
D,4437,2020-10-27 13:35:00,25.42,0.0,-0.38,25.04
D,4437,2020-10-27 13:40:00,24.96,0.0,-0.37,24.59
D,4437,2020-10-27 13:45:00,25.02,0.0,-0.37,24.65
D,4437,2020-10-27 13:50:00,25.02,0.0,-0.37,24.65
D,4437,2020-10-27 13:55:00,24.7,0.0,-0.31,24.39
D,4437,2020-10-27 14:00:00,24.56,0.0,-0.32,24.24
D,4437,2020-10-27 14:05:00,24.08,0.0,-0.26,23.82
D,4437,2020-10-27 14:10:00,24.08,0.0,-0.26,23.82
D,4437,2020-10-27 14:15:00,24.08,0.0,-0.26,23.82
D,4437,2020-10-27 14:20:00,24.44,0.0,-0.24,24.2
D,4437,2020-10-27 14:25:00,24.44,0.0,-0.24,24.2
D,4437,2020-10-27 14:30:00,25.08,0.0,-0.33,24.75
D,4437,2020-10-27 14:35:00,25.85,0.0,-0.36,25.49
D,4437,2020-10-27 14:40:00,25.85,0.0,-0.36,25.49
D,4437,2020-10-27 14:45:00,26.15,0.0,-0.35,25.8
D,4437,2020-10-27 14:50:00,26.15,0.0,-0.35,25.8
D,4437,2020-10-27 14:55:00,26.31,0.0,-0.41,25.9
D,4437,2020-10-27 15:00:00,26.31,0.0,-0.41,25.9
D,4437,2020-10-27 15:05:00,27.48,0.0,-0.45,27.03
D,4437,2020-10-27 15:10:00,27.71,0.0,-0.45,27.26
D,4437,2020-10-27 15:15:00,27.8,0.0,-0.42,27.38
D,4437,2020-10-27 15:20:00,28.1,0.0,-0.42,27.68
D,4437,2020-10-27 15:25:00,28.1,0.0,-0.42,27.68
D,4437,2020-10-27 15:30:00,28.19,0.0,-0.5,27.69
D,4437,2020-10-27 15:35:00,38.99,0.04,-0.69,38.34
D,4437,2020-10-27 15:40:00,31.6,0.03,-0.56,31.07
D,4437,2020-10-27 15:45:00,32.41,0.03,-0.61,31.83
D,4437,2020-10-27 15:50:00,29.54,0.02,-0.5,29.06
D,4437,2020-10-27 15:55:00,29.97,0.02,-0.57,29.42
D,4437,2020-10-27 16:00:00,28.41,0.02,-0.56,27.87
D,4437,2020-10-27 16:05:00,28.41,0.02,-0.56,27.87
D,4437,2020-10-27 16:10:00,28.45,0.0,-0.48,27.97
D,4437,2020-10-27 16:15:00,30.03,0.0,-0.51,29.52
D,4437,2020-10-27 16:20:00,29.58,0.0,-0.54,29.04
D,4437,2020-10-27 16:25:00,30.83,0.0,-0.56,30.27
D,4437,2020-10-27 16:30:00,30.83,0.0,-0.56,30.27
D,4437,2020-10-27 16:35:00,30.83,0.0,-0.62,30.21
D,4437,2020-10-27 16:40:00,30.83,0.0,-0.62,30.21
D,4437,2020-10-27 16:45:00,30.84,0.0,-0.6,30.24
D,4437,2020-10-27 16:50:00,39.07,0.0,-0.72,38.35
D,4437,2020-10-27 16:55:00,39.07,0.0,-0.72,38.35
D,4437,2020-10-27 17:00:00,39.07,0.0,-0.72,38.35
D,4437,2020-10-27 17:05:00,30.21,0.0,-0.59,29.62
D,4437,2020-10-27 17:10:00,37.39,0.0,-0.78,36.61
D,4437,2020-10-27 17:15:00,29.67,0.0,-0.6,29.07
D,4437,2020-10-27 17:20:00,38.26,0.0,-0.61,37.65
D,4437,2020-10-27 17:25:00,56.64,0.0,-1.1,55.54
D,4437,2020-10-27 17:30:00,56.64,0.0,-1.1,55.54
D,4437,2020-10-27 17:35:00,60.11,0.15,-1.22,59.04
D,4437,2020-10-27 17:40:00,60.11,0.15,-1.22,59.04
D,4437,2020-10-27 17:45:00,60.11,0.15,-1.22,59.04
D,4437,2020-10-27 17:50:00,60.29,0.16,-1.34,59.11
D,4437,2020-10-27 17:55:00,60.29,0.16,-1.34,59.11
D,4437,2020-10-27 18:00:00,61.5,0.16,-1.4,60.26
D,4437,2020-10-27 18:05:00,66.29,0.16,-1.45,65.0
D,4437,2020-10-27 18:10:00,66.29,0.16,-1.48,64.97
D,4437,2020-10-27 18:15:00,67.12,0.16,-1.52,65.76
D,4437,2020-10-27 18:20:00,67.12,0.16,-1.52,65.76
D,4437,2020-10-27 18:25:00,63.35,0.23,-1.33,62.25
D,4437,2020-10-27 18:30:00,63.35,0.23,-1.33,62.25
D,4437,2020-10-27 18:35:00,63.35,0.23,-1.33,62.25
D,4437,2020-10-27 18:40:00,61.63,0.11,-1.24,60.5
D,4437,2020-10-27 18:45:00,61.63,0.11,-1.24,60.5
D,4437,2020-10-27 18:50:00,61.6,0.11,-1.1,60.61
D,4437,2020-10-27 18:55:00,61.6,0.11,-1.1,60.61
D,4437,2020-10-27 19:00:00,59.08,0.1,-0.98,58.2
D,4437,2020-10-27 19:05:00,59.08,0.1,-0.98,58.2
D,4437,2020-10-27 19:10:00,56.52,0.1,-0.95,55.67
D,4437,2020-10-27 19:15:00,56.52,0.1,-0.95,55.67
D,4437,2020-10-27 19:20:00,37.24,0.05,-0.63,36.66
D,4437,2020-10-27 19:25:00,37.24,0.05,-0.63,36.66
D,4437,2020-10-27 19:30:00,37.27,0.02,-0.58,36.71
D,4437,2020-10-27 19:35:00,37.27,0.02,-0.58,36.71
D,4437,2020-10-27 19:40:00,37.27,0.02,-0.58,36.71
D,4437,2020-10-27 19:45:00,31.08,0.02,-0.51,30.59
D,4437,2020-10-27 19:50:00,32.38,0.02,-0.45,31.95
D,4437,2020-10-27 19:55:00,29.47,0.02,-0.42,29.07
D,4437,2020-10-27 20:00:00,29.47,0.02,-0.42,29.07
D,4437,2020-10-27 20:05:00,29.47,0.02,-0.42,29.07
D,4437,2020-10-27 20:10:00,37.81,0.03,-0.53,37.31
D,4437,2020-10-27 20:15:00,37.81,0.03,-0.53,37.31
D,4437,2020-10-27 20:20:00,39.01,0.03,-0.62,38.42
D,4437,2020-10-27 20:25:00,39.01,0.03,-0.62,38.42
D,4437,2020-10-27 20:30:00,39.01,0.03,-0.62,38.42
D,4437,2020-10-27 20:35:00,27.85,0.02,-0.46,27.41
D,4437,2020-10-27 20:40:00,27.85,0.02,-0.46,27.41
D,4437,2020-10-27 20:45:00,26.17,0.02,-0.37,25.82
D,4437,2020-10-27 20:50:00,26.05,0.02,-0.36,25.71
D,4437,2020-10-27 20:55:00,26.05,0.02,-0.36,25.71
D,4437,2020-10-27 21:00:00,28.36,0.0,-0.36,28.0
D,4437,2020-10-27 21:05:00,28.36,0.0,-0.36,28.0
D,4437,2020-10-27 21:10:00,27.77,0.0,-0.37,27.4
D,4437,2020-10-27 21:15:00,27.77,0.0,-0.37,27.4
D,4437,2020-10-27 21:20:00,27.77,0.0,-0.37,27.4
D,4437,2020-10-27 21:25:00,28.36,0.0,-0.57,27.79
D,4437,2020-10-27 21:30:00,28.36,0.0,-0.57,27.79
D,4437,2020-10-27 21:35:00,26.36,0.0,-0.56,25.8
D,4437,2020-10-27 21:40:00,26.36,0.0,-0.56,25.8
D,4437,2020-10-27 21:45:00,26.36,0.0,-0.56,25.8
D,4437,2020-10-27 21:50:00,26.84,0.0,-0.54,26.3
D,4437,2020-10-27 21:55:00,26.84,0.0,-0.54,26.3
D,4437,2020-10-27 22:00:00,27.91,0.0,-0.53,27.38
D,4437,2020-10-27 22:05:00,26.92,0.0,-0.57,26.35
D,4437,2020-10-27 22:10:00,26.92,0.0,-0.57,26.35
D,4437,2020-10-27 22:15:00,28.09,0.0,-0.58,27.51
D,4437,2020-10-27 22:20:00,30.02,0.0,-0.58,29.44
D,4437,2020-10-27 22:25:00,30.02,0.0,-0.58,29.44
D,4437,2020-10-27 22:30:00,32.01,0.0,-0.66,31.35
D,4437,2020-10-27 22:35:00,32.01,0.0,-0.66,31.35
D,4437,2020-10-27 22:40:00,32.01,0.0,-0.66,31.35
D,4437,2020-10-27 22:45:00,26.89,0.0,-0.6,26.29
D,4437,2020-10-27 22:50:00,26.89,0.0,-0.63,26.26
D,4437,2020-10-27 22:55:00,26.89,0.0,-0.63,26.26
D,4437,2020-10-27 23:00:00,29.13,0.0,-0.69,28.44
D,4437,2020-10-27 23:05:00,29.13,0.0,-0.69,28.44
D,4437,2020-10-27 23:10:00,29.13,0.0,-0.69,28.44
D,4437,2020-10-27 23:15:00,29.13,0.0,-0.69,28.44
D,4437,2020-10-27 23:20:00,29.13,0.0,-0.69,28.44
D,4437,2020-10-27 23:25:00,26.0,0.0,-0.67,25.33
D,4437,2020-10-27 23:30:00,26.0,0.0,-0.67,25.33
D,4437,2020-10-27 23:35:00,26.0,0.0,-0.67,25.33
D,4437,2020-10-27 23:40:00,26.02,0.0,-0.65,25.37
D,4437,2020-10-27 23:45:00,26.45,0.0,-0.6,25.85
D,4437,2020-10-27 23:50:00,26.45,0.0,-0.6,25.85
D,4437,2020-10-27 23:55:00,26.39,0.0,-0.64,25.75
D,4437,2020-10-28 00:00:00,28.64,0.0,-0.69,27.95
D,4437,2020-10-28 00:05:00,28.64,0.0,-0.69,27.95
D,4437,2020-10-28 00:10:00,29.71,0.0,-0.74,28.97
D,4437,2020-10-28 00:15:00,29.71,0.0,-0.74,28.97
D,4437,2020-10-28 00:20:00,29.43,0.0,-0.69,28.74
D,4437,2020-10-28 00:25:00,29.43,0.0,-0.69,28.74
D,4437,2020-10-28 00:30:00,29.12,0.0,-0.68,28.44
D,4437,2020-10-28 00:35:00,29.12,0.0,-0.68,28.44
D,4437,2020-10-28 00:40:00,29.12,0.0,-0.68,28.44
D,4437,2020-10-28 00:45:00,29.12,0.0,-0.68,28.44
D,4437,2020-10-28 00:50:00,29.12,0.0,-0.68,28.44
D,4437,2020-10-28 00:55:00,29.12,0.0,-0.68,28.44
D,4437,2020-10-28 01:00:00,29.87,0.0,-0.68,29.19
D,4437,2020-10-28 01:05:00,29.87,0.0,-0.68,29.19
D,4437,2020-10-28 01:10:00,31.01,0.0,-0.73,30.28
D,4437,2020-10-28 01:15:00,47.54,0.0,-1.0,46.54
D,4437,2020-10-28 01:20:00,28.87,0.0,-0.55,28.32
D,4437,2020-10-28 01:25:00,28.87,0.0,-0.55,28.32
D,4437,2020-10-28 01:30:00,28.83,0.0,-0.62,28.21
D,4437,2020-10-28 01:35:00,28.83,0.0,-0.62,28.21
D,4437,2020-10-28 01:40:00,28.83,0.0,-0.62,28.21
D,4437,2020-10-28 01:45:00,28.83,0.0,-0.62,28.21
D,4437,2020-10-28 01:50:00,28.52,0.0,-0.58,27.94
D,4437,2020-10-28 01:55:00,28.52,0.0,-0.58,27.94
D,4437,2020-10-28 02:00:00,28.52,0.0,-0.58,27.94
D,4437,2020-10-28 02:05:00,29.1,0.0,-0.57,28.53
D,4437,2020-10-28 02:10:00,29.1,0.0,-0.57,28.53
D,4437,2020-10-28 02:15:00,32.79,0.0,-0.7,32.09
D,4437,2020-10-28 02:20:00,30.1,0.0,-0.56,29.54
D,4437,2020-10-28 02:25:00,30.1,0.0,-0.56,29.54
D,4437,2020-10-28 02:30:00,30.14,0.0,-0.59,29.55
D,4437,2020-10-28 02:35:00,30.14,0.0,-0.59,29.55
D,4437,2020-10-28 02:40:00,30.14,0.0,-0.59,29.55
D,4437,2020-10-28 02:45:00,30.25,0.0,-0.72,29.53
D,4437,2020-10-28 02:50:00,30.25,0.0,-0.72,29.53
D,4437,2020-10-28 02:55:00,30.25,0.0,-0.72,29.53
D,4437,2020-10-28 03:00:00,30.23,0.0,-0.7,29.53
D,4437,2020-10-28 03:05:00,30.23,0.0,-0.7,29.53
D,4437,2020-10-28 03:10:00,30.23,0.0,-0.7,29.53
D,4437,2020-10-28 03:15:00,30.57,0.0,-0.7,29.87
D,4437,2020-10-28 03:20:00,30.57,0.0,-0.7,29.87
D,4437,2020-10-28 03:25:00,30.57,0.0,-0.7,29.87
D,4437,2020-10-28 03:30:00,29.93,0.0,-0.8,29.13
D,4437,2020-10-28 03:35:00,29.93,0.0,-0.8,29.13
D,4437,2020-10-28 03:40:00,29.93,0.0,-0.8,29.13
D,4437,2020-10-28 03:45:00,30.23,0.0,-0.71,29.52
D,4437,2020-10-28 03:50:00,30.23,0.0,-0.71,29.52
D,4437,2020-10-28 03:55:00,30.27,0.0,-0.75,29.52
D,4437,2020-10-28 04:00:00,30.27,0.0,-0.75,29.52
D,4437,2020-10-28 04:05:00,29.76,0.0,-0.76,29.0
D,4437,2020-10-28 04:10:00,29.76,0.0,-0.76,29.0
D,4437,2020-10-28 04:15:00,30.27,0.0,-0.75,29.52
D,4437,2020-10-28 04:20:00,30.27,0.0,-0.75,29.52
D,4437,2020-10-28 04:25:00,30.26,0.0,-0.73,29.53
D,4437,2020-10-28 04:30:00,30.26,0.0,-0.73,29.53
D,4437,2020-10-28 04:35:00,31.28,0.0,-0.79,30.49
D,4437,2020-10-28 04:40:00,34.08,0.0,-0.84,33.24
D,4437,2020-10-28 04:45:00,34.08,0.0,-0.84,33.24
D,4437,2020-10-28 04:50:00,34.07,0.0,-0.87,33.2
D,4437,2020-10-28 04:55:00,34.07,0.0,-0.87,33.2
D,4437,2020-10-28 05:00:00,34.07,0.0,-0.87,33.2
D,4437,2020-10-28 05:05:00,29.55,0.0,-0.8,28.75
D,4437,2020-10-28 05:10:00,29.56,0.0,-0.83,28.73
D,4437,2020-10-28 05:15:00,30.4,0.0,-0.87,29.53
D,4437,2020-10-28 05:20:00,30.4,0.0,-0.87,29.53
D,4437,2020-10-28 05:25:00,30.4,0.0,-0.87,29.53
D,4437,2020-10-28 05:30:00,29.56,0.0,-0.83,28.73
D,4437,2020-10-28 05:35:00,29.56,0.0,-0.83,28.73
D,4437,2020-10-28 05:40:00,31.31,0.0,-0.92,30.39
D,4437,2020-10-28 05:45:00,31.31,0.0,-0.92,30.39
D,4437,2020-10-28 05:50:00,31.24,0.04,-0.88,30.4
D,4437,2020-10-28 05:55:00,31.24,0.04,-0.88,30.4
D,4437,2020-10-28 06:00:00,29.63,0.04,-0.81,28.86
D,4437,2020-10-28 06:05:00,29.63,0.04,-0.81,28.86
D,4437,2020-10-28 06:10:00,32.8,0.04,-0.87,31.97
D,4437,2020-10-28 06:15:00,30.33,0.04,-0.83,29.54
D,4437,2020-10-28 06:20:00,30.41,0.04,-0.91,29.54
D,4437,2020-10-28 06:25:00,30.41,0.04,-0.91,29.54
D,4437,2020-10-28 06:30:00,30.41,0.04,-0.91,29.54
D,4437,2020-10-28 06:35:00,49.08,0.07,-1.47,47.68
D,4437,2020-10-28 06:40:00,47.7,0.06,-1.4,46.36
D,4437,2020-10-28 06:45:00,47.7,0.06,-1.4,46.36
D,4437,2020-10-28 06:50:00,55.78,0.08,-1.6,54.26
D,4437,2020-10-28 06:55:00,58.26,0.08,-1.6,56.74
D,4437,2020-10-28 07:00:00,58.26,0.08,-1.6,56.74
D,4437,2020-10-28 07:05:00,54.45,0.07,-1.36,53.16
D,4437,2020-10-28 07:10:00,56.11,0.08,-1.36,54.83
D,4437,2020-10-28 07:15:00,56.11,0.08,-1.36,54.83
D,4437,2020-10-28 07:20:00,38.59,0.05,-0.84,37.8
D,4437,2020-10-28 07:25:00,38.59,0.05,-0.84,37.8
D,4437,2020-10-28 07:30:00,38.59,0.05,-0.84,37.8
D,4437,2020-10-28 07:35:00,37.64,0.05,-0.88,36.81
D,4437,2020-10-28 07:40:00,38.71,0.05,-0.95,37.81
D,4437,2020-10-28 07:45:00,38.71,0.05,-0.95,37.81
D,4437,2020-10-28 07:50:00,54.62,0.07,-1.54,53.15
D,4437,2020-10-28 07:55:00,54.62,0.07,-1.48,53.21
D,4437,2020-10-28 08:00:00,59.65,0.08,-1.49,58.24
D,4437,2020-10-28 08:05:00,55.62,0.07,-1.49,54.2
D,4437,2020-10-28 08:10:00,55.62,0.07,-1.49,54.2
D,4437,2020-10-28 08:15:00,61.11,0.08,-1.66,59.53
D,4437,2020-10-28 08:20:00,61.24,0.08,-1.57,59.75
D,4437,2020-10-28 08:25:00,61.24,0.08,-1.57,59.75
D,4437,2020-10-28 08:30:00,60.96,0.08,-1.62,59.42
D,4437,2020-10-28 08:35:00,59.65,0.08,-1.56,58.17
D,4437,2020-10-28 08:40:00,60.95,0.08,-1.66,59.37
D,4437,2020-10-28 08:45:00,60.52,0.08,-1.64,58.96
D,4437,2020-10-28 08:50:00,60.93,0.08,-1.72,59.29
D,4437,2020-10-28 08:55:00,60.99,0.08,-1.79,59.28
D,4437,2020-10-28 09:00:00,60.99,0.08,-1.79,59.28
D,4437,2020-10-28 09:05:00,64.57,0.09,-2.01,62.65
D,4437,2020-10-28 09:10:00,71.0,0.1,-2.17,68.93
D,4437,2020-10-28 09:15:00,71.0,0.1,-2.17,68.93
D,4437,2020-10-28 09:20:00,91.79,0.13,-2.27,89.65
D,4437,2020-10-28 09:25:00,96.67,0.14,-2.4,94.41
D,4437,2020-10-28 09:30:00,96.67,0.14,-2.4,94.41
D,4437,2020-10-28 09:35:00,64.39,0.09,-1.51,62.97
D,4437,2020-10-28 09:40:00,66.21,0.09,-1.55,64.75
D,4437,2020-10-28 09:45:00,66.21,0.09,-1.55,64.75
D,4437,2020-10-28 09:50:00,64.71,0.09,-1.74,63.06
D,4437,2020-10-28 09:55:00,64.67,0.09,-1.84,62.92
D,4437,2020-10-28 10:00:00,64.67,0.09,-1.84,62.92
D,4437,2020-10-28 10:05:00,63.74,0.06,-1.72,62.08
D,4437,2020-10-28 10:10:00,63.76,0.06,-1.68,62.14
D,4437,2020-10-28 10:15:00,61.1,0.06,-1.68,59.48
D,4437,2020-10-28 10:20:00,64.69,0.06,-1.75,63.0
D,4437,2020-10-28 10:25:00,64.45,0.06,-1.75,62.76
D,4437,2020-10-28 10:30:00,66.51,0.07,-1.81,64.77
D,4437,2020-10-28 10:35:00,66.51,0.07,-1.81,64.77
D,4437,2020-10-28 10:40:00,71.32,0.07,-1.95,69.44
D,4437,2020-10-28 10:45:00,71.32,0.07,-1.95,69.44
D,4437,2020-10-28 10:50:00,71.32,0.07,-1.95,69.44
D,4437,2020-10-28 10:55:00,72.3,0.07,-1.93,70.44
D,4437,2020-10-28 11:00:00,72.3,0.07,-1.93,70.44
D,4437,2020-10-28 11:05:00,72.31,0.07,-1.88,70.5
D,4437,2020-10-28 11:10:00,72.32,0.07,-1.93,70.46
D,4437,2020-10-28 11:15:00,72.32,0.07,-1.93,70.46
D,4437,2020-10-28 11:20:00,86.83,0.09,-2.29,84.63
D,4437,2020-10-28 11:25:00,72.29,0.07,-1.88,70.48
D,4437,2020-10-28 11:30:00,71.11,0.07,-1.79,69.39
D,4437,2020-10-28 11:35:00,71.02,0.07,-1.83,69.26
D,4437,2020-10-28 11:40:00,71.02,0.07,-1.83,69.26
D,4437,2020-10-28 11:45:00,72.17,0.07,-1.94,70.3
D,4437,2020-10-28 11:50:00,80.66,0.08,-2.15,78.59
D,4437,2020-10-28 11:55:00,80.66,0.08,-2.11,78.63
D,4437,2020-10-28 12:00:00,80.66,0.08,-2.11,78.63
D,4437,2020-10-28 12:05:00,92.35,0.1,-2.44,90.01
D,4437,2020-10-28 12:10:00,92.35,0.1,-2.44,90.01
D,4437,2020-10-28 12:15:00,92.35,0.1,-2.44,90.01
D,4437,2020-10-28 12:20:00,92.52,0.09,-2.07,90.54
D,4437,2020-10-28 12:25:00,92.52,0.09,-2.07,90.54
D,4437,2020-10-28 12:30:00,92.52,0.09,-2.07,90.54
D,4437,2020-10-28 12:35:00,87.03,0.0,-2.27,84.76
D,4437,2020-10-28 12:40:00,87.03,0.0,-2.27,84.76
D,4437,2020-10-28 12:45:00,87.03,0.0,-2.27,84.76
D,4437,2020-10-28 12:50:00,91.08,0.09,-2.25,88.92
D,4437,2020-10-28 12:55:00,91.05,0.09,-2.34,88.8
D,4437,2020-10-28 13:00:00,91.05,0.09,-2.34,88.8
D,4437,2020-10-28 13:05:00,111.53,0.12,-2.84,108.81
D,4437,2020-10-28 13:10:00,101.28,0.1,-2.33,99.05
D,4437,2020-10-28 13:15:00,101.28,0.1,-2.33,99.05
D,4437,2020-10-28 13:20:00,86.35,0.08,-1.82,84.61
D,4437,2020-10-28 13:25:00,80.6,0.08,-2.0,78.68
D,4437,2020-10-28 13:30:00,80.6,0.08,-2.0,78.68
D,4437,2020-10-28 13:35:00,80.6,0.08,-2.0,78.68
D,4437,2020-10-28 13:40:00,80.6,0.08,-2.0,78.68
D,4437,2020-10-28 13:45:00,90.91,0.09,-2.28,88.72
D,4437,2020-10-28 13:50:00,90.89,0.09,-2.22,88.76
D,4437,2020-10-28 13:55:00,91.03,0.0,-2.48,88.55
D,4437,2020-10-28 14:00:00,91.03,0.0,-2.48,88.55
D,4437,2020-10-28 14:05:00,48.4,0.0,-1.28,47.12
D,4437,2020-10-28 14:10:00,48.34,0.0,-1.38,46.96
D,4437,2020-10-28 14:15:00,48.34,0.0,-1.38,46.96
D,4437,2020-10-28 14:20:00,48.47,0.0,-1.32,47.15
D,4437,2020-10-28 14:25:00,51.18,0.0,-1.39,49.79
D,4437,2020-10-28 14:30:00,51.18,0.0,-1.39,49.79
D,4437,2020-10-28 14:35:00,51.18,0.0,-1.39,49.79
D,4437,2020-10-28 14:40:00,48.9,0.0,-1.31,47.59
D,4437,2020-10-28 14:45:00,48.9,0.0,-1.31,47.59
D,4437,2020-10-28 14:50:00,48.89,0.0,-1.3,47.59
D,4437,2020-10-28 14:55:00,48.89,0.0,-1.3,47.59
D,4437,2020-10-28 15:00:00,48.89,0.0,-1.3,47.59
D,4437,2020-10-28 15:05:00,48.89,0.0,-1.3,47.59
D,4437,2020-10-28 15:10:00,48.23,0.04,-1.32,46.95
D,4437,2020-10-28 15:15:00,48.23,0.04,-1.32,46.95
D,4437,2020-10-28 15:20:00,48.28,0.0,-1.35,46.93
D,4437,2020-10-28 15:25:00,48.27,0.0,-1.33,46.94
D,4437,2020-10-28 15:30:00,48.27,0.0,-1.33,46.94
D,4437,2020-10-28 15:35:00,48.27,0.0,-1.33,46.94
D,4437,2020-10-28 15:40:00,48.2,0.04,-1.28,46.96
D,4437,2020-10-28 15:45:00,80.52,0.0,-2.02,78.5
D,4437,2020-10-28 15:50:00,80.52,0.0,-2.02,78.5
D,4437,2020-10-28 15:55:00,48.51,0.0,-1.24,47.27
D,4437,2020-10-28 16:00:00,48.51,0.0,-1.24,47.27
D,4437,2020-10-28 16:05:00,46.25,0.0,-1.24,45.01
D,4437,2020-10-28 16:10:00,46.25,0.0,-1.24,45.01
D,4437,2020-10-28 16:15:00,48.24,0.0,-1.28,46.96
D,4437,2020-10-28 16:20:00,48.31,0.0,-1.27,47.04
D,4437,2020-10-28 16:25:00,48.31,0.0,-1.23,47.08
D,4437,2020-10-28 16:30:00,48.31,0.0,-1.23,47.08
D,4437,2020-10-28 16:35:00,48.33,0.0,-1.26,47.07
D,4437,2020-10-28 16:40:00,48.33,0.0,-1.26,47.07
D,4437,2020-10-28 16:45:00,48.55,0.0,-1.3,47.25
D,4437,2020-10-28 16:50:00,48.35,0.0,-1.24,47.11
D,4437,2020-10-28 16:55:00,48.35,0.0,-1.24,47.11
D,4437,2020-10-28 17:00:00,48.35,0.0,-1.24,47.11
D,4437,2020-10-28 17:05:00,48.35,0.0,-1.24,47.11
D,4437,2020-10-28 17:10:00,42.97,0.0,-1.17,41.8
D,4437,2020-10-28 17:15:00,46.01,0.0,-1.1,44.91
D,4437,2020-10-28 17:20:00,45.94,0.0,-1.0,44.94
D,4437,2020-10-28 17:25:00,48.04,0.0,-1.05,46.99
D,4437,2020-10-28 17:30:00,48.04,0.0,-1.05,46.99
D,4437,2020-10-28 17:35:00,48.36,0.0,-1.07,47.29
D,4437,2020-10-28 17:40:00,72.12,0.0,-1.63,70.49
D,4437,2020-10-28 17:45:00,63.81,0.0,-1.48,62.33
D,4437,2020-10-28 17:50:00,81.8,0.0,-1.93,79.87
D,4437,2020-10-28 17:55:00,81.56,0.0,-1.99,79.57
D,4437,2020-10-28 18:00:00,81.56,0.0,-1.99,79.57
D,4437,2020-10-28 18:05:00,72.98,0.0,-1.66,71.32
D,4437,2020-10-28 18:10:00,80.36,0.0,-1.94,78.42
D,4437,2020-10-28 18:15:00,80.36,0.0,-1.94,78.42
D,4437,2020-10-28 18:20:00,80.21,0.08,-1.98,78.31
D,4437,2020-10-28 18:25:00,80.21,0.08,-1.98,78.31
D,4437,2020-10-28 18:30:00,80.21,0.08,-1.98,78.31
D,4437,2020-10-28 18:35:00,71.85,0.07,-1.66,70.26
D,4437,2020-10-28 18:40:00,71.85,0.07,-1.66,70.26
D,4437,2020-10-28 18:45:00,55.55,0.04,-1.14,54.45
D,4437,2020-10-28 18:50:00,55.55,0.04,-1.14,54.45
D,4437,2020-10-28 18:55:00,48.41,0.04,-0.97,47.48
D,4437,2020-10-28 19:00:00,48.41,0.04,-0.97,47.48
D,4437,2020-10-28 19:05:00,47.71,0.0,-0.92,46.79
D,4437,2020-10-28 19:10:00,47.71,0.0,-0.92,46.79
D,4437,2020-10-28 19:15:00,47.71,0.0,-0.92,46.79
D,4437,2020-10-28 19:20:00,49.55,0.0,-0.93,48.62
D,4437,2020-10-28 19:25:00,49.55,0.0,-0.93,48.62
D,4437,2020-10-28 19:30:00,49.55,0.0,-0.93,48.62
D,4437,2020-10-28 19:35:00,34.79,0.02,-0.53,34.28
D,4437,2020-10-28 19:40:00,34.79,0.02,-0.53,34.28
D,4437,2020-10-28 19:45:00,34.79,0.02,-0.53,34.28
D,4437,2020-10-28 19:50:00,31.33,0.01,-0.42,30.92
D,4437,2020-10-28 19:55:00,31.33,0.01,-0.42,30.92
D,4437,2020-10-28 20:00:00,31.33,0.01,-0.42,30.92
D,4437,2020-10-28 20:05:00,40.51,0.03,-0.5,40.04
D,4437,2020-10-28 20:10:00,40.51,0.03,-0.5,40.04
D,4437,2020-10-28 20:15:00,40.51,0.03,-0.5,40.04
D,4437,2020-10-28 20:20:00,34.69,0.02,-0.45,34.26
D,4437,2020-10-28 20:25:00,34.69,0.02,-0.45,34.26
D,4437,2020-10-28 20:30:00,34.69,0.02,-0.45,34.26
D,4437,2020-10-28 20:35:00,26.78,0.01,-0.31,26.48
D,4437,2020-10-28 20:40:00,26.78,0.01,-0.31,26.48
D,4437,2020-10-28 20:45:00,26.78,0.01,-0.31,26.48
D,4437,2020-10-28 20:50:00,26.6,0.01,-0.32,26.29
